sale_id,date,store_id,store_name,product_id,product_name,category,quantity,unit_price,unit_cost,total_revenue,total_cost,profit
SALE02216,2023-03-26,S004,Eastpark,P011,Vacuum,Home,7,129.99,57.68,909.93,403.76,506.17
SALE02217,2023-01-10,S002,Westside,P007,Jacket,Clothing,4,89.99,52.05,359.96,208.2,151.76
SALE02218,2023-04-25,S003,Northgate,P003,Smartwatch,Electronics,3,199.99,91.0,599.97,273.0,326.97
SALE02219,2023-04-19,S003,Northgate,P001,Laptop,Electronics,1,899.99,475.09,899.99,475.09,424.9
SALE02220,2023-10-29,S005,Southmall,P002,Headphones,Electronics,9,79.99,32.4,719.91,291.6,428.31
SALE02221,2023-03-28,S002,Westside,P006,Jeans,Clothing,2,49.99,26.76,99.98,53.52,46.46
SALE02222,2023-07-07,S001,Downtown,P009,Coffee Maker,Home,1,59.99,29.06,59.99,29.06,30.93
SALE02223,2023-07-12,S002,Westside,P010,Blender,Home,5,39.99,16.23,199.95,81.15,118.8
SALE02224,2023-10-01,S002,Westside,P013,Protein Bar,Food,10,2.99,1.21,29.9,12.1,17.8
SALE02225,2023-01-25,S004,Eastpark,P009,Coffee Maker,Home,10,59.99,29.06,599.9,290.6,309.3
SALE02226,2023-01-25,S002,Westside,P011,Vacuum,Home,2,129.99,57.68,259.98,115.36,144.62
SALE02227,2023-12-01,S003,Northgate,P007,Jacket,Clothing,1,89.99,52.05,89.99,52.05,37.94
SALE02228,2023-01-25,S001,Downtown,P007,Jacket,Clothing,2,89.99,52.05,179.98,104.1,75.88
SALE02229,2023-08-02,S005,Southmall,P016,Granola,Food,8,6.99,3.56,55.92,28.48,27.44
SALE02230,2023-07-14,S005,Southmall,P014,Coffee Beans,Food,2,14.99,6.59,29.98,13.18,16.8
SALE02231,2023-10-08,S005,Southmall,P014,Coffee Beans,Food,5,14.99,6.59,74.95,32.95,42.0
SALE02232,2023-08-31,S004,Eastpark,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE02233,2023-04-16,S005,Southmall,P013,Protein Bar,Food,1,2.99,1.21,2.99,1.21,1.78
SALE02234,2023-06-04,S005,Southmall,P003,Smartwatch,Electronics,7,199.99,91.0,1399.93,637.0,762.93
SALE02235,2023-12-05,S001,Downtown,P013,Protein Bar,Food,2,2.99,1.21,5.98,2.42,3.56
SALE02236,2023-12-06,S002,Westside,P016,Granola,Food,9,6.99,3.56,62.91,32.04,30.87
SALE02237,2023-05-19,S001,Downtown,P014,Coffee Beans,Food,10,14.99,6.59,149.9,65.9,84.0
SALE02238,2023-11-07,S004,Eastpark,P013,Protein Bar,Food,3,2.99,1.21,8.97,3.63,5.34
SALE02239,2023-08-03,S003,Northgate,P005,T-Shirt,Clothing,2,19.99,10.94,39.98,21.88,18.1
SALE02240,2023-09-19,S001,Downtown,P011,Vacuum,Home,10,129.99,57.68,1299.9,576.8,723.1
SALE02241,2023-03-02,S004,Eastpark,P008,Sneakers,Clothing,5,69.99,29.21,349.95,146.05,203.9
SALE02242,2023-02-28,S002,Westside,P016,Granola,Food,2,6.99,3.56,13.98,7.12,6.86
SALE02243,2023-09-12,S003,Northgate,P010,Blender,Home,4,39.99,16.23,159.96,64.92,95.04
SALE02244,2023-11-08,S005,Southmall,P003,Smartwatch,Electronics,4,199.99,91.0,799.96,364.0,435.96
SALE02245,2023-05-15,S001,Downtown,P003,Smartwatch,Electronics,9,199.99,91.0,1799.91,819.0,980.91
SALE02246,2023-04-14,S005,Southmall,P011,Vacuum,Home,6,129.99,57.68,779.94,346.08,433.86
SALE02247,2023-12-27,S003,Northgate,P013,Protein Bar,Food,7,2.99,1.21,20.93,8.47,12.46
SALE02248,2023-06-01,S002,Westside,P004,Tablet,Electronics,3,449.99,200.08,1349.97,600.24,749.73
SALE02249,2023-01-21,S004,Eastpark,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE02250,2023-09-12,S001,Downtown,P014,Coffee Beans,Food,4,14.99,6.59,59.96,26.36,33.6
SALE02251,2023-12-19,S002,Westside,P004,Tablet,Electronics,8,449.99,200.08,3599.92,1600.64,1999.28
SALE02252,2023-06-19,S004,Eastpark,P005,T-Shirt,Clothing,4,19.99,10.94,79.96,43.76,36.2
SALE02253,2023-01-02,S003,Northgate,P015,Olive Oil,Food,1,9.99,5.29,9.99,5.29,4.7
SALE02254,2023-12-10,S005,Southmall,P014,Coffee Beans,Food,2,14.99,6.59,29.98,13.18,16.8
SALE02255,2023-02-26,S002,Westside,P010,Blender,Home,10,39.99,16.23,399.9,162.3,237.6
SALE02256,2023-12-09,S002,Westside,P006,Jeans,Clothing,8,49.99,26.76,399.92,214.08,185.84
SALE02257,2023-03-18,S003,Northgate,P006,Jeans,Clothing,2,49.99,26.76,99.98,53.52,46.46
SALE02258,2023-09-19,S005,Southmall,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE02259,2023-02-21,S001,Downtown,P016,Granola,Food,5,6.99,3.56,34.95,17.8,17.15
SALE02260,2023-11-26,S003,Northgate,P008,Sneakers,Clothing,4,69.99,29.21,279.96,116.84,163.12
SALE02261,2023-08-22,S005,Southmall,P014,Coffee Beans,Food,5,14.99,6.59,74.95,32.95,42.0
SALE02262,2023-05-16,S005,Southmall,P013,Protein Bar,Food,8,2.99,1.21,23.92,9.68,14.24
SALE02263,2023-01-26,S003,Northgate,P007,Jacket,Clothing,2,89.99,52.05,179.98,104.1,75.88
SALE02264,2023-03-31,S005,Southmall,P009,Coffee Maker,Home,1,59.99,29.06,59.99,29.06,30.93
SALE02265,2023-05-29,S001,Downtown,P002,Headphones,Electronics,6,79.99,32.4,479.94,194.4,285.54
SALE02266,2023-12-13,S003,Northgate,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE02267,2023-08-07,S004,Eastpark,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE02268,2023-02-18,S001,Downtown,P016,Granola,Food,1,6.99,3.56,6.99,3.56,3.43
SALE02269,2023-01-05,S004,Eastpark,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE02270,2023-12-06,S004,Eastpark,P014,Coffee Beans,Food,3,14.99,6.59,44.97,19.77,25.2
SALE02271,2023-06-18,S001,Downtown,P006,Jeans,Clothing,6,49.99,26.76,299.94,160.56,139.38
SALE02272,2023-08-13,S001,Downtown,P002,Headphones,Electronics,10,79.99,32.4,799.9,324.0,475.9
SALE02273,2023-05-18,S004,Eastpark,P013,Protein Bar,Food,2,2.99,1.21,5.98,2.42,3.56
SALE02274,2023-07-10,S003,Northgate,P011,Vacuum,Home,6,129.99,57.68,779.94,346.08,433.86
SALE02275,2023-04-04,S002,Westside,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE02276,2023-07-25,S002,Westside,P011,Vacuum,Home,7,129.99,57.68,909.93,403.76,506.17
SALE02277,2023-08-22,S005,Southmall,P006,Jeans,Clothing,5,49.99,26.76,249.95,133.8,116.15
SALE02278,2023-07-17,S002,Westside,P001,Laptop,Electronics,8,899.99,475.09,7199.92,3800.72,3399.2
SALE02279,2023-08-04,S004,Eastpark,P004,Tablet,Electronics,3,449.99,200.08,1349.97,600.24,749.73
SALE02280,2023-02-27,S002,Westside,P001,Laptop,Electronics,3,899.99,475.09,2699.97,1425.27,1274.7
SALE02281,2023-12-23,S005,Southmall,P011,Vacuum,Home,1,129.99,57.68,129.99,57.68,72.31
SALE02282,2023-03-23,S005,Southmall,P011,Vacuum,Home,2,129.99,57.68,259.98,115.36,144.62
SALE02283,2023-08-02,S003,Northgate,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE02284,2023-09-05,S004,Eastpark,P008,Sneakers,Clothing,10,69.99,29.21,699.9,292.1,407.8
SALE02285,2023-12-14,S004,Eastpark,P004,Tablet,Electronics,8,449.99,200.08,3599.92,1600.64,1999.28
SALE02286,2023-04-03,S005,Southmall,P015,Olive Oil,Food,10,9.99,5.29,99.9,52.9,47.0
SALE02287,2023-07-14,S001,Downtown,P007,Jacket,Clothing,6,89.99,52.05,539.94,312.3,227.64
SALE02288,2023-11-10,S005,Southmall,P002,Headphones,Electronics,1,79.99,32.4,79.99,32.4,47.59
SALE02289,2023-12-17,S002,Westside,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE02290,2023-09-05,S004,Eastpark,P016,Granola,Food,8,6.99,3.56,55.92,28.48,27.44
SALE02291,2023-02-27,S003,Northgate,P012,Lamp,Home,7,34.99,17.53,244.93,122.71,122.22
SALE02292,2023-08-14,S003,Northgate,P009,Coffee Maker,Home,1,59.99,29.06,59.99,29.06,30.93
SALE02293,2023-02-02,S002,Westside,P012,Lamp,Home,5,34.99,17.53,174.95,87.65,87.3
SALE02294,2023-12-02,S001,Downtown,P015,Olive Oil,Food,6,9.99,5.29,59.94,31.74,28.2
SALE02295,2023-01-07,S005,Southmall,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE02296,2023-10-23,S004,Eastpark,P004,Tablet,Electronics,10,449.99,200.08,4499.9,2000.8,2499.1
SALE02297,2023-04-25,S003,Northgate,P008,Sneakers,Clothing,6,69.99,29.21,419.94,175.26,244.68
SALE02298,2023-09-23,S005,Southmall,P006,Jeans,Clothing,9,49.99,26.76,449.91,240.84,209.07
SALE02299,2023-12-19,S002,Westside,P009,Coffee Maker,Home,10,59.99,29.06,599.9,290.6,309.3
SALE02300,2023-02-18,S003,Northgate,P007,Jacket,Clothing,7,89.99,52.05,629.93,364.35,265.58
SALE02301,2023-12-05,S002,Westside,P011,Vacuum,Home,4,129.99,57.68,519.96,230.72,289.24
SALE02302,2023-09-04,S001,Downtown,P015,Olive Oil,Food,6,9.99,5.29,59.94,31.74,28.2
SALE02303,2023-12-06,S002,Westside,P016,Granola,Food,7,6.99,3.56,48.93,24.92,24.01
SALE02304,2023-03-18,S004,Eastpark,P014,Coffee Beans,Food,9,14.99,6.59,134.91,59.31,75.6
SALE02305,2023-11-10,S002,Westside,P001,Laptop,Electronics,1,899.99,475.09,899.99,475.09,424.9
SALE02306,2023-01-06,S004,Eastpark,P008,Sneakers,Clothing,3,69.99,29.21,209.97,87.63,122.34
SALE02307,2023-09-16,S003,Northgate,P013,Protein Bar,Food,8,2.99,1.21,23.92,9.68,14.24
SALE02308,2023-09-11,S005,Southmall,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE02309,2023-02-08,S002,Westside,P003,Smartwatch,Electronics,8,199.99,91.0,1599.92,728.0,871.92
SALE02310,2023-06-14,S004,Eastpark,P007,Jacket,Clothing,4,89.99,52.05,359.96,208.2,151.76
SALE02311,2023-06-19,S002,Westside,P001,Laptop,Electronics,5,899.99,475.09,4499.95,2375.45,2124.5
SALE02312,2023-01-26,S004,Eastpark,P009,Coffee Maker,Home,9,59.99,29.06,539.91,261.54,278.37
SALE02313,2023-04-25,S002,Westside,P011,Vacuum,Home,9,129.99,57.68,1169.91,519.12,650.79
SALE02314,2023-11-26,S003,Northgate,P001,Laptop,Electronics,7,899.99,475.09,6299.93,3325.63,2974.3
SALE02315,2023-07-26,S005,Southmall,P012,Lamp,Home,4,34.99,17.53,139.96,70.12,69.84
SALE02316,2023-02-10,S003,Northgate,P005,T-Shirt,Clothing,8,19.99,10.94,159.92,87.52,72.4
SALE02317,2023-08-16,S005,Southmall,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE02318,2023-08-18,S005,Southmall,P013,Protein Bar,Food,2,2.99,1.21,5.98,2.42,3.56
SALE02319,2023-09-13,S005,Southmall,P003,Smartwatch,Electronics,8,199.99,91.0,1599.92,728.0,871.92
SALE02320,2023-06-11,S001,Downtown,P009,Coffee Maker,Home,2,59.99,29.06,119.98,58.12,61.86
SALE02321,2023-09-12,S001,Downtown,P012,Lamp,Home,1,34.99,17.53,34.99,17.53,17.46
SALE02322,2023-02-22,S004,Eastpark,P016,Granola,Food,7,6.99,3.56,48.93,24.92,24.01
SALE02323,2023-07-31,S002,Westside,P010,Blender,Home,1,39.99,16.23,39.99,16.23,23.76
SALE02324,2023-10-13,S003,Northgate,P002,Headphones,Electronics,9,79.99,32.4,719.91,291.6,428.31
SALE02325,2023-01-01,S002,Westside,P003,Smartwatch,Electronics,2,199.99,91.0,399.98,182.0,217.98
SALE02326,2023-11-06,S001,Downtown,P015,Olive Oil,Food,10,9.99,5.29,99.9,52.9,47.0
SALE02327,2023-11-23,S001,Downtown,P001,Laptop,Electronics,5,899.99,475.09,4499.95,2375.45,2124.5
SALE02328,2023-09-18,S002,Westside,P004,Tablet,Electronics,9,449.99,200.08,4049.91,1800.72,2249.19
SALE02329,2023-04-16,S002,Westside,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE02330,2023-06-24,S001,Downtown,P009,Coffee Maker,Home,6,59.99,29.06,359.94,174.36,185.58
SALE02331,2023-01-28,S001,Downtown,P012,Lamp,Home,4,34.99,17.53,139.96,70.12,69.84
SALE02332,2023-08-21,S001,Downtown,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE02333,2023-10-14,S002,Westside,P014,Coffee Beans,Food,10,14.99,6.59,149.9,65.9,84.0
SALE02334,2023-11-04,S005,Southmall,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE02335,2023-12-03,S001,Downtown,P016,Granola,Food,6,6.99,3.56,41.94,21.36,20.58
SALE02336,2023-08-20,S003,Northgate,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
SALE02337,2023-02-19,S002,Westside,P016,Granola,Food,4,6.99,3.56,27.96,14.24,13.72
SALE02338,2023-01-02,S001,Downtown,P001,Laptop,Electronics,6,899.99,475.09,5399.94,2850.54,2549.4
SALE02339,2023-07-01,S001,Downtown,P010,Blender,Home,5,39.99,16.23,199.95,81.15,118.8
SALE02340,2023-10-08,S001,Downtown,P012,Lamp,Home,9,34.99,17.53,314.91,157.77,157.14
SALE02341,2023-07-11,S005,Southmall,P004,Tablet,Electronics,2,449.99,200.08,899.98,400.16,499.82
SALE02342,2023-01-24,S001,Downtown,P001,Laptop,Electronics,3,899.99,475.09,2699.97,1425.27,1274.7
SALE02343,2023-09-10,S003,Northgate,P008,Sneakers,Clothing,3,69.99,29.21,209.97,87.63,122.34
SALE02344,2023-07-29,S005,Southmall,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
SALE02345,2023-05-11,S002,Westside,P013,Protein Bar,Food,10,2.99,1.21,29.9,12.1,17.8
SALE02346,2023-04-11,S004,Eastpark,P010,Blender,Home,4,39.99,16.23,159.96,64.92,95.04
SALE02347,2023-03-03,S003,Northgate,P015,Olive Oil,Food,7,9.99,5.29,69.93,37.03,32.9
SALE02348,2023-04-21,S005,Southmall,P014,Coffee Beans,Food,8,14.99,6.59,119.92,52.72,67.2
SALE02349,2023-04-08,S005,Southmall,P005,T-Shirt,Clothing,6,19.99,10.94,119.94,65.64,54.3
SALE02350,2023-02-25,S002,Westside,P010,Blender,Home,7,39.99,16.23,279.93,113.61,166.32
SALE02351,2023-01-24,S003,Northgate,P015,Olive Oil,Food,10,9.99,5.29,99.9,52.9,47.0
SALE02352,2023-03-05,S004,Eastpark,P014,Coffee Beans,Food,8,14.99,6.59,119.92,52.72,67.2
SALE02353,2023-08-23,S001,Downtown,P004,Tablet,Electronics,10,449.99,200.08,4499.9,2000.8,2499.1
SALE02354,2023-09-16,S004,Eastpark,P004,Tablet,Electronics,3,449.99,200.08,1349.97,600.24,749.73
SALE02355,2023-09-13,S004,Eastpark,P011,Vacuum,Home,1,129.99,57.68,129.99,57.68,72.31
SALE02356,2023-09-29,S001,Downtown,P002,Headphones,Electronics,1,79.99,32.4,79.99,32.4,47.59
SALE02357,2023-10-11,S004,Eastpark,P007,Jacket,Clothing,7,89.99,52.05,629.93,364.35,265.58
SALE02358,2023-10-27,S002,Westside,P009,Coffee Maker,Home,8,59.99,29.06,479.92,232.48,247.44
SALE02359,2023-09-18,S003,Northgate,P009,Coffee Maker,Home,3,59.99,29.06,179.97,87.18,92.79
SALE02360,2023-12-21,S004,Eastpark,P011,Vacuum,Home,10,129.99,57.68,1299.9,576.8,723.1
SALE02361,2023-03-30,S004,Eastpark,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE02362,2023-02-23,S002,Westside,P014,Coffee Beans,Food,7,14.99,6.59,104.93,46.13,58.8
SALE02363,2023-12-03,S003,Northgate,P007,Jacket,Clothing,10,89.99,52.05,899.9,520.5,379.4
SALE02364,2023-11-07,S002,Westside,P014,Coffee Beans,Food,6,14.99,6.59,89.94,39.54,50.4
SALE02365,2023-09-16,S005,Southmall,P005,T-Shirt,Clothing,7,19.99,10.94,139.93,76.58,63.35
SALE02366,2023-08-03,S003,Northgate,P003,Smartwatch,Electronics,10,199.99,91.0,1999.9,910.0,1089.9
SALE02367,2023-12-21,S003,Northgate,P012,Lamp,Home,4,34.99,17.53,139.96,70.12,69.84
SALE02368,2023-05-21,S001,Downtown,P008,Sneakers,Clothing,7,69.99,29.21,489.93,204.47,285.46
SALE02369,2023-06-25,S002,Westside,P008,Sneakers,Clothing,5,69.99,29.21,349.95,146.05,203.9
SALE02370,2023-08-20,S002,Westside,P003,Smartwatch,Electronics,3,199.99,91.0,599.97,273.0,326.97
SALE02371,2023-03-12,S001,Downtown,P009,Coffee Maker,Home,7,59.99,29.06,419.93,203.42,216.51
SALE02372,2023-11-05,S004,Eastpark,P014,Coffee Beans,Food,9,14.99,6.59,134.91,59.31,75.6
SALE02373,2023-06-03,S003,Northgate,P012,Lamp,Home,9,34.99,17.53,314.91,157.77,157.14
SALE02374,2023-06-10,S002,Westside,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE02375,2023-11-20,S003,Northgate,P016,Granola,Food,4,6.99,3.56,27.96,14.24,13.72
SALE02376,2023-04-13,S002,Westside,P014,Coffee Beans,Food,4,14.99,6.59,59.96,26.36,33.6
SALE02377,2023-11-16,S002,Westside,P006,Jeans,Clothing,5,49.99,26.76,249.95,133.8,116.15
SALE02378,2023-12-18,S002,Westside,P001,Laptop,Electronics,6,899.99,475.09,5399.94,2850.54,2549.4
SALE02379,2023-12-11,S001,Downtown,P005,T-Shirt,Clothing,3,19.99,10.94,59.97,32.82,27.15
SALE02380,2023-12-30,S005,Southmall,P015,Olive Oil,Food,3,9.99,5.29,29.97,15.87,14.1
SALE02381,2023-09-15,S004,Eastpark,P003,Smartwatch,Electronics,9,199.99,91.0,1799.91,819.0,980.91
SALE02382,2023-12-22,S005,Southmall,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE02383,2023-12-30,S003,Northgate,P014,Coffee Beans,Food,2,14.99,6.59,29.98,13.18,16.8
SALE02384,2023-06-30,S004,Eastpark,P002,Headphones,Electronics,9,79.99,32.4,719.91,291.6,428.31
SALE02385,2023-09-03,S004,Eastpark,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE02386,2023-10-20,S005,Southmall,P007,Jacket,Clothing,7,89.99,52.05,629.93,364.35,265.58
SALE02387,2023-12-12,S004,Eastpark,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE02388,2023-05-27,S004,Eastpark,P015,Olive Oil,Food,7,9.99,5.29,69.93,37.03,32.9
SALE02389,2023-01-07,S001,Downtown,P011,Vacuum,Home,9,129.99,57.68,1169.91,519.12,650.79
SALE02390,2023-02-24,S001,Downtown,P003,Smartwatch,Electronics,1,199.99,91.0,199.99,91.0,108.99
SALE02391,2023-07-15,S002,Westside,P009,Coffee Maker,Home,3,59.99,29.06,179.97,87.18,92.79
SALE02392,2023-01-28,S001,Downtown,P011,Vacuum,Home,1,129.99,57.68,129.99,57.68,72.31
SALE02393,2023-04-13,S003,Northgate,P001,Laptop,Electronics,5,899.99,475.09,4499.95,2375.45,2124.5
SALE02394,2023-03-24,S001,Downtown,P010,Blender,Home,5,39.99,16.23,199.95,81.15,118.8
SALE02395,2023-12-16,S003,Northgate,P016,Granola,Food,5,6.99,3.56,34.95,17.8,17.15
SALE02396,2023-03-16,S003,Northgate,P001,Laptop,Electronics,1,899.99,475.09,899.99,475.09,424.9
SALE02397,2023-12-20,S002,Westside,P002,Headphones,Electronics,5,79.99,32.4,399.95,162.0,237.95
SALE02398,2023-04-15,S002,Westside,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE02399,2023-01-17,S004,Eastpark,P002,Headphones,Electronics,6,79.99,32.4,479.94,194.4,285.54
SALE02400,2023-08-20,S002,Westside,P003,Smartwatch,Electronics,2,199.99,91.0,399.98,182.0,217.98
SALE02401,2023-11-12,S002,Westside,P003,Smartwatch,Electronics,9,199.99,91.0,1799.91,819.0,980.91
SALE02402,2023-04-25,S004,Eastpark,P011,Vacuum,Home,9,129.99,57.68,1169.91,519.12,650.79
SALE02403,2023-07-19,S005,Southmall,P002,Headphones,Electronics,4,79.99,32.4,319.96,129.6,190.36
SALE02404,2023-09-19,S004,Eastpark,P008,Sneakers,Clothing,5,69.99,29.21,349.95,146.05,203.9
SALE02405,2023-12-21,S001,Downtown,P014,Coffee Beans,Food,1,14.99,6.59,14.99,6.59,8.4
SALE02406,2023-07-15,S005,Southmall,P010,Blender,Home,7,39.99,16.23,279.93,113.61,166.32
SALE02407,2023-08-02,S003,Northgate,P012,Lamp,Home,6,34.99,17.53,209.94,105.18,104.76
SALE02408,2023-10-10,S005,Southmall,P005,T-Shirt,Clothing,1,19.99,10.94,19.99,10.94,9.05
SALE02409,2023-01-07,S005,Southmall,P013,Protein Bar,Food,5,2.99,1.21,14.95,6.05,8.9
SALE02410,2023-04-14,S003,Northgate,P016,Granola,Food,10,6.99,3.56,69.9,35.6,34.3
SALE02411,2023-08-15,S003,Northgate,P002,Headphones,Electronics,4,79.99,32.4,319.96,129.6,190.36
SALE02412,2023-11-21,S003,Northgate,P009,Coffee Maker,Home,6,59.99,29.06,359.94,174.36,185.58
SALE02413,2023-10-29,S002,Westside,P006,Jeans,Clothing,9,49.99,26.76,449.91,240.84,209.07
SALE02414,2023-11-05,S005,Southmall,P010,Blender,Home,4,39.99,16.23,159.96,64.92,95.04
SALE02415,2023-04-10,S003,Northgate,P001,Laptop,Electronics,5,899.99,475.09,4499.95,2375.45,2124.5
SALE02416,2023-08-18,S004,Eastpark,P008,Sneakers,Clothing,3,69.99,29.21,209.97,87.63,122.34
SALE02417,2023-12-16,S003,Northgate,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE02418,2023-04-06,S002,Westside,P006,Jeans,Clothing,3,49.99,26.76,149.97,80.28,69.69
SALE02419,2023-09-21,S002,Westside,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE02420,2023-07-13,S001,Downtown,P003,Smartwatch,Electronics,1,199.99,91.0,199.99,91.0,108.99
SALE02421,2023-08-08,S005,Southmall,P007,Jacket,Clothing,5,89.99,52.05,449.95,260.25,189.7
SALE02422,2023-10-12,S001,Downtown,P003,Smartwatch,Electronics,5,199.99,91.0,999.95,455.0,544.95
SALE02423,2023-03-08,S001,Downtown,P006,Jeans,Clothing,3,49.99,26.76,149.97,80.28,69.69
SALE02424,2023-10-27,S005,Southmall,P011,Vacuum,Home,5,129.99,57.68,649.95,288.4,361.55
SALE02425,2023-01-03,S004,Eastpark,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE02426,2023-08-27,S001,Downtown,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE02427,2023-01-21,S001,Downtown,P015,Olive Oil,Food,3,9.99,5.29,29.97,15.87,14.1
SALE02428,2023-06-15,S002,Westside,P009,Coffee Maker,Home,10,59.99,29.06,599.9,290.6,309.3
SALE02429,2023-01-27,S003,Northgate,P007,Jacket,Clothing,10,89.99,52.05,899.9,520.5,379.4
SALE02430,2023-12-05,S005,Southmall,P013,Protein Bar,Food,5,2.99,1.21,14.95,6.05,8.9
SALE02431,2023-09-09,S003,Northgate,P003,Smartwatch,Electronics,10,199.99,91.0,1999.9,910.0,1089.9
SALE02432,2023-10-09,S001,Downtown,P002,Headphones,Electronics,6,79.99,32.4,479.94,194.4,285.54
SALE02433,2023-02-07,S005,Southmall,P005,T-Shirt,Clothing,6,19.99,10.94,119.94,65.64,54.3
SALE02434,2023-09-27,S001,Downtown,P015,Olive Oil,Food,4,9.99,5.29,39.96,21.16,18.8
SALE02435,2023-04-05,S002,Westside,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE02436,2023-02-04,S004,Eastpark,P010,Blender,Home,9,39.99,16.23,359.91,146.07,213.84
SALE02437,2023-03-23,S003,Northgate,P013,Protein Bar,Food,7,2.99,1.21,20.93,8.47,12.46
SALE02438,2023-10-06,S004,Eastpark,P016,Granola,Food,9,6.99,3.56,62.91,32.04,30.87
SALE02439,2023-07-26,S001,Downtown,P007,Jacket,Clothing,2,89.99,52.05,179.98,104.1,75.88
SALE02440,2023-06-28,S002,Westside,P005,T-Shirt,Clothing,4,19.99,10.94,79.96,43.76,36.2
SALE02441,2023-04-20,S005,Southmall,P016,Granola,Food,6,6.99,3.56,41.94,21.36,20.58
SALE02442,2023-06-19,S001,Downtown,P015,Olive Oil,Food,6,9.99,5.29,59.94,31.74,28.2
SALE02443,2023-05-31,S003,Northgate,P015,Olive Oil,Food,4,9.99,5.29,39.96,21.16,18.8
SALE02444,2023-11-13,S004,Eastpark,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE02445,2023-09-01,S005,Southmall,P006,Jeans,Clothing,9,49.99,26.76,449.91,240.84,209.07
SALE02446,2023-11-29,S005,Southmall,P008,Sneakers,Clothing,1,69.99,29.21,69.99,29.21,40.78
SALE02447,2023-02-28,S003,Northgate,P008,Sneakers,Clothing,6,69.99,29.21,419.94,175.26,244.68
SALE02448,2023-08-17,S002,Westside,P003,Smartwatch,Electronics,4,199.99,91.0,799.96,364.0,435.96
SALE02449,2023-11-25,S002,Westside,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE02450,2023-11-15,S005,Southmall,P003,Smartwatch,Electronics,4,199.99,91.0,799.96,364.0,435.96
SALE02451,2023-01-21,S002,Westside,P002,Headphones,Electronics,6,79.99,32.4,479.94,194.4,285.54
SALE02452,2023-07-15,S004,Eastpark,P010,Blender,Home,2,39.99,16.23,79.98,32.46,47.52
SALE02453,2023-07-17,S003,Northgate,P009,Coffee Maker,Home,5,59.99,29.06,299.95,145.3,154.65
SALE02454,2023-10-04,S004,Eastpark,P001,Laptop,Electronics,5,899.99,475.09,4499.95,2375.45,2124.5
SALE02455,2023-01-13,S002,Westside,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE02456,2023-07-11,S003,Northgate,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE02457,2023-09-18,S001,Downtown,P012,Lamp,Home,8,34.99,17.53,279.92,140.24,139.68
SALE02458,2023-09-07,S005,Southmall,P004,Tablet,Electronics,1,449.99,200.08,449.99,200.08,249.91
SALE02459,2023-06-01,S004,Eastpark,P012,Lamp,Home,4,34.99,17.53,139.96,70.12,69.84
SALE02460,2023-06-14,S005,Southmall,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE02461,2023-02-12,S004,Eastpark,P012,Lamp,Home,2,34.99,17.53,69.98,35.06,34.92
SALE02462,2023-03-27,S004,Eastpark,P008,Sneakers,Clothing,9,69.99,29.21,629.91,262.89,367.02
